Time (s),Channel 1 (V),Channel 2 (V)
-10.24,0.929713389056432,2.978706343608039
-10.2,0.9333631647440322,3.004374119139964
-10.16,0.6340815583601208,0.980286677189335
-10.12,0.4953900822309873,0.0489131078859399
-10.08,0.499039857918596,0.070914058341925
-10.04,0.5026896336062048,0.09658183387390898
-10,0.5063394092938135,0.1185827843298941
-9.960000000000001,0.5099891849814222,0.1405837347858792
-9.92,0.513638960669031,0.1662515103178631
-9.880000000000001,0.5172887363566397,0.1882524607738483
-9.84,0.5209385120442486,0.2139202363058322
-9.800000000000001,0.5245882877318573,0.2395880118378149
-9.76,0.5282380634194662,0.2615889622938013
-9.720000000000001,0.5318878391070748,0.2872567378257839
-9.68,0.5355376147946838,0.3092576882817704
-9.640000000000001,0.5391873904822925,0.3349254638137537
-9.6,0.5428371661699013,0.3605932393457371
-9.56,0.5464869418575101,0.3825941898017228
-9.52,0.5501367175451188,0.4045951402577085
-9.48,0.5537864932327277,0.4302629157896919
-9.44,0.5574362689203364,0.4559306913216752
-9.4,0.5610860446079452,0.477931641777661
-9.359999999999999,0.5610860446079452,0.5035994173096443
-9.32,0.564735820295554,0.52560036776563
-9.279999999999999,0.5683855959831629,0.5512681432976142
-9.24,0.5720353716707716,0.5769359188295967
-9.199999999999999,0.5756851473583804,0.5989368692855831
-9.16,0.5793349230459891,0.6209378197415681
-9.119999999999999,0.582984698733598,0.6466055952735522
-9.08,0.5866344744212066,0.6686065457295373
-9.039999999999999,0.5902842501088156,0.6942743212615214
-9,0.5939340257964242,0.719942096793504
-8.960000000000001,0.5975838014840329,0.741943047249489
-8.92,0.6012335771716418,0.7676108227814731
-8.880000000000001,0.6048833528592504,0.7932785983134556
-8.84,0.6085331285468594,0.8189463738454398
-8.800000000000001,0.612182904234468,0.8409473243014248
-8.76,0.6158326799220769,0.8629482747574112
-8.720000000000001,0.6194824556096856,0.8886160502893937
-8.68,0.6231322312972944,0.9106170007453803
-8.640000000000001,0.6267820069849033,0.9362847762773636
-8.6,0.630431782672512,0.9619525518093469
-8.56,0.6340815583601208,0.9839535022653327
-8.52,0.6377313340477296,1.009621277797316
-8.48,0.6413811097353384,1.031622228253302
-8.44,0.6450308854229472,1.057290003785285
-8.4,0.6486806611105559,1.079290954241271
-8.359999999999999,0.6523304367981647,1.101291904697256
-8.32,0.6559802124857735,1.12695968022924
-8.279999999999999,0.6596299881733824,1.152627455761224
-8.24,0.6632797638609911,1.174628406217209
-8.199999999999999,0.6669295395485999,1.200296181749193
-8.16,0.6705793152362086,1.222297132205178
-8.119999999999999,0.6742290909238176,1.247964907737162
-8.08,0.6778788666114262,1.273632683269145
-8.039999999999999,0.6815286422990351,1.295633633725131
-8,0.6851784179866437,1.317634584181116
-7.96,0.6888281936742525,1.3433023597131
-7.92,0.6888281936742525,1.368970135245083
-7.88,0.6961277450494701,1.390971085701069
-7.84,0.6997775207370789,1.416638861233052
-7.8,0.7034272964246876,1.438639811689038
-7.76,0.7070770721122964,1.464307587221021
-7.72,0.7107268477999052,1.489975362753004
-7.68,0.714376623487514,1.51197631320899
-7.64,0.7180263991751228,1.537644088740973
-7.6,0.7216761748627315,1.559645039196959
-7.56,0.7253259505503403,1.581645989652945
-7.52,0.7289757262379492,1.607313765184928
-7.48,0.7326255019255579,1.632981540716912
-7.44,0.7362752776131667,1.658649316248895
-7.4,0.7399250533007754,1.680650266704881
-7.36,0.7435748289883842,1.706318042236864
-7.32,0.7472246046759931,1.731985817768848
-7.28,0.7508743803636018,1.757653593300831
-7.24,0.7545241560512106,1.779654543756816
-7.2,0.7581739317388193,1.801655494212802
-7.16,0.7618237074264281,1.823656444668788
-7.12,0.765473483114037,1.849324220200771
-7.08,0.7691232588016457,1.874991995732755
-7.04,0.7727730344892545,1.900659771264738
-7,0.7764228101768632,1.922660721720724
-6.96,0.780072585864472,1.948328497252707
-6.92,0.7837223615520807,1.970329447708693
-6.88,0.7837223615520807,1.995997223240676
-6.84,0.7873721372396896,2.017998173696662
-6.8,0.7910219129272984,2.039999124152648
-6.76,0.7946716886149071,2.065666899684631
-6.72,0.7983214643025159,2.087667850140617
-6.68,0.8019712399901247,2.1133356256726
-6.64,0.8056210156777335,2.135336576128586
-6.6,0.8092707913653423,2.161004351660569
-6.56,0.812920567052951,2.186672127192553
-6.52,0.8165703427405598,2.212339902724536
-6.48,0.8202201184281686,2.238007678256519
-6.44,0.8238698941157774,2.260008628712505
-6.4,0.8275196698033862,2.285676404244488
-6.36,0.8311694454909949,2.307677354700474
-6.32,0.8348192211786037,2.333345130232457
-6.28,0.8384689968662125,2.355346080688443
-6.24,0.8421187725538213,2.381013856220426
-6.2,0.8457685482414301,2.40668163175241
-6.16,0.8494183239290388,2.428682582208396
-6.12,0.8530680996166476,2.454350357740379
-6.08,0.8567178753042564,2.476351308196365
-6.04,0.8603676509918652,2.49835225865235
-6,0.864017426679474,2.524020034184334
-5.96,0.8676672023670827,2.546020984640319
-5.92,0.8713169780546915,2.571688760172303
-5.88,0.8749667537423003,2.597356535704286
-5.84,0.8786165294299091,2.62302431123627
-5.8,0.8822663051175179,2.648692086768253
-5.76,0.8859160808051266,2.670693037224239
-5.72,0.8895658564927355,2.696360812756222
-5.68,0.8932156321803442,2.718361763212207
-5.64,0.896865407867953,2.740362713668193
-5.6,0.896865407867953,2.766030489200177
-5.56,0.9005151835555618,2.79169826473216
-5.52,0.9078147349307794,2.813699215188146
-5.48,0.9114645106183881,2.839366990720129
-5.44,0.9114645106183881,2.861367941176115
-5.4,0.9151142863059969,2.887035716708098
-5.36,0.9187640619936057,2.912703492240082
-5.32,0.9224138376812144,2.934704442696067
-5.28,0.9260636133688233,2.956705393152053
-5.24,0.929713389056432,2.982373168684036
-5.2,0.9333631647440408,3.004374119140022
-5.16,0.6340815583601208,0.980286677189335
-5.12,0.4953900822309872,0.04891310788593928
-5.08,0.499039857918596,0.070914058341925
-5.04,0.5026896336062047,0.09658183387390835
-5,0.5063394092938135,0.1185827843298941
-4.96,0.5099891849814223,0.1405837347858798
-4.92,0.513638960669031,0.1662515103178631
-4.88,0.5172887363566399,0.1882524607738489
-4.84,0.5209385120442486,0.2139202363058322
-4.8,0.5245882877318574,0.2359211867618179
-4.76,0.5282380634194662,0.2615889622938013
-4.72,0.5318878391070749,0.2872567378257846
-4.68,0.5355376147946838,0.3092576882817704
-4.64,0.5391873904822925,0.3349254638137537
-4.6,0.5428371661699013,0.3569264142697395
-4.56,0.5464869418575101,0.3825941898017228
-4.52,0.5501367175451188,0.4045951402577085
-4.48,0.5537864932327277,0.4302629157896919
-4.44,0.5574362689203364,0.4559306913216752
-4.4,0.5610860446079452,0.477931641777661
-4.36,0.564735820295554,0.5035994173096443
-4.32,0.564735820295554,0.52560036776563
-4.28,0.5683855959831627,0.5512681432976134
-4.24,0.5756851473583803,0.5769359188295967
-4.2,0.5756851473583803,0.5989368692855824
-4.16,0.5793349230459891,0.6209378197415681
-4.12,0.5829846987335979,0.642938770197554
-4.08,0.5866344744212066,0.6686065457295373
-4.04,0.5902842501088155,0.6942743212615207
-4,0.5939340257964242,0.719942096793504
-3.96,0.597583801484033,0.7419430472494897
-3.92,0.6012335771716418,0.7676108227814731
-3.88,0.6048833528592505,0.7932785983134564
-3.84,0.6085331285468594,0.8189463738454398
-3.8,0.6121829042344681,0.8409473243014255
-3.76,0.6158326799220769,0.8629482747574112
-3.72,0.6194824556096857,0.8886160502893945
-3.68,0.6231322312972944,0.9142838258213779
-3.64,0.6267820069849033,0.9362847762773636
-3.6,0.630431782672512,0.9619525518093469
-3.56,0.6340815583601208,0.9839535022653327
-3.52,0.6377313340477296,1.009621277797316
-3.48,0.6413811097353384,1.031622228253302
-3.44,0.6450308854229472,1.057290003785285
-3.4,0.6486806611105559,1.079290954241271
-3.36,0.6523304367981647,1.101291904697256
-3.32,0.6559802124857735,1.12695968022924
-3.28,0.6596299881733823,1.148960630685226
-3.24,0.6632797638609911,1.174628406217209
-3.2,0.6669295395485998,1.200296181749192
-3.16,0.6705793152362086,1.222297132205178
-3.12,0.6742290909238174,1.247964907737162
-3.08,0.6778788666114262,1.273632683269145
-3.04,0.681528642299035,1.295633633725131
-3,0.6851784179866437,1.317634584181116
-2.96,0.6888281936742525,1.3433023597131
-2.92,0.6924779693618613,1.368970135245083
-2.88,0.6961277450494701,1.390971085701069
-2.84,0.6997775207370789,1.416638861233052
-2.8,0.7034272964246876,1.438639811689038
-2.76,0.7070770721122964,1.464307587221021
-2.72,0.7107268477999052,1.486308537677007
-2.68,0.714376623487514,1.515643138284988
-2.64,0.7180263991751228,1.537644088740973
-2.6,0.7180263991751228,1.559645039196959
-2.56,0.7253259505503403,1.581645989652945
-2.52,0.7289757262379492,1.607313765184928
-2.48,0.7326255019255579,1.632981540716912
-2.44,0.7362752776131667,1.654982491172897
-2.4,0.7399250533007754,1.684317091780879
-2.36,0.7435748289883842,1.709984867312862
-2.32,0.7472246046759931,1.731985817768848
-2.28,0.7508743803636018,1.757653593300831
-2.24,0.7545241560512106,1.779654543756816
-2.2,0.7581739317388193,1.801655494212802
-2.16,0.7618237074264281,1.823656444668788
-2.12,0.765473483114037,1.849324220200771
-2.08,0.7691232588016457,1.874991995732755
-2.04,0.7727730344892545,1.89699294618874
-2,0.7764228101768632,1.922660721720724
-1.96,0.780072585864472,1.944661672176709
-1.92,0.7837223615520807,1.970329447708693
-1.88,0.7873721372396896,1.992330398164678
-1.84,0.7873721372396896,2.014331348620664
-1.8,0.7910219129272984,2.039999124152648
-1.76,0.7983214643025159,2.062000074608633
-1.72,0.8019712399901247,2.087667850140617
-1.68,0.8019712399901247,2.1133356256726
-1.64,0.8056210156777335,2.135336576128586
-1.6,0.8092707913653423,2.161004351660569
-1.56,0.812920567052951,2.186672127192553
-1.52,0.8165703427405598,2.212339902724536
-1.48,0.8202201184281686,2.234340853180522
-1.44,0.8238698941157774,2.260008628712505
-1.4,0.8275196698033862,2.285676404244488
-1.36,0.8311694454909949,2.307677354700474
-1.32,0.8348192211786037,2.333345130232457
-1.28,0.8384689968662125,2.355346080688443
-1.24,0.8421187725538213,2.381013856220426
-1.2,0.8457685482414301,2.403014806676412
-1.16,0.8494183239290388,2.428682582208396
-1.12,0.8530680996166476,2.450683532664381
-1.08,0.8567178753042564,2.476351308196365
-1.04,0.8603676509918652,2.49835225865235
-1,0.864017426679474,2.520353209108336
-0.96,0.8676672023670827,2.546020984640319
-0.92,0.8713169780546915,2.571688760172303
-0.88,0.8749667537423003,2.597356535704286
-0.84,0.8786165294299091,2.62302431123627
-0.8,0.8786165294299091,2.648692086768253
-0.76,0.8859160808051266,2.670693037224239
-0.72,0.8895658564927355,2.696360812756222
-0.68,0.8932156321803442,2.718361763212207
-0.64,0.896865407867953,2.740362713668193
-0.6,0.9005151835555618,2.766030489200177
-0.5600000000000001,0.9041649592431705,2.788031439656162
-0.52,0.9078147349307794,2.813699215188146
-0.48,0.9114645106183881,2.839366990720129
-0.44,0.9151142863059969,2.861367941176115
-0.4,0.9151142863059969,2.887035716708098
-0.36,0.9187640619936057,2.912703492240082
-0.32,0.9224138376812144,2.934704442696067
-0.28,0.929713389056432,2.956705393152053
-0.24,0.9333631647440408,2.978706343608039
-0.2,0.9333631647440408,3.004374119140022
-0.16,0.6340815583601208,0.980286677189335
-0.12,0.4953900822309872,0.04891310788593928
-0.08,0.499039857918596,0.070914058341925
-0.04,0.5026896336062047,0.09658183387390835
0,0.5063394092938135,0.1185827843298941
0.04,0.5099891849814223,0.1405837347858798
0.08,0.513638960669031,0.1662515103178631
0.12,0.513638960669031,0.1882524607738489
0.16,0.5209385120442486,0.2139202363058322
0.2,0.5245882877318574,0.2395880118378156
0.24,0.5282380634194662,0.2615889622938013
0.28,0.5318878391070749,0.2872567378257846
0.32,0.5355376147946838,0.3092576882817704
0.36,0.5391873904822925,0.3349254638137537
0.4,0.5428371661699013,0.3605932393457371
0.44,0.5464869418575101,0.3825941898017228
0.48,0.5501367175451188,0.4045951402577085
0.52,0.5537864932327277,0.4302629157896919
0.5600000000000001,0.5574362689203364,0.4559306913216752
0.6,0.5610860446079452,0.477931641777661
0.64,0.564735820295554,0.5035994173096443
0.68,0.564735820295554,0.52560036776563
0.72,0.5683855959831627,0.5512681432976134
0.76,0.5720353716707716,0.5769359188295967
0.8,0.5756851473583803,0.5989368692855824
0.84,0.5793349230459891,0.6209378197415681
0.88,0.5829846987335979,0.642938770197554
0.92,0.5866344744212066,0.6686065457295373
0.96,0.5902842501088155,0.6942743212615207
1,0.5939340257964242,0.7162752717175064
1.04,0.597583801484033,0.7419430472494897
1.08,0.6012335771716418,0.7676108227814731
1.12,0.6048833528592505,0.7932785983134564
1.16,0.6085331285468594,0.8152795487694421
1.2,0.6121829042344681,0.8372804992254278
1.24,0.6158326799220769,0.8629482747574112
1.28,0.6194824556096857,0.8886160502893945
1.32,0.6231322312972944,0.9106170007453803
1.36,0.6267820069849033,0.9362847762773636
1.4,0.630431782672512,0.9619525518093469
1.44,0.6340815583601208,0.9839535022653327
1.48,0.6377313340477296,1.009621277797316
1.52,0.6413811097353384,1.031622228253302
1.56,0.6450308854229472,1.057290003785285
1.6,0.6486806611105559,1.079290954241271
1.64,0.6523304367981647,1.101291904697256
1.68,0.6559802124857735,1.12695968022924
1.72,0.6596299881733823,1.148960630685226
1.76,0.6632797638609911,1.174628406217209
1.8,0.6669295395485998,1.200296181749192
1.84,0.6705793152362086,1.222297132205178
1.88,0.6742290909238174,1.247964907737162
1.92,0.6778788666114262,1.273632683269145
1.96,0.681528642299035,1.295633633725131
2,0.6851784179866437,1.317634584181116
2.04,0.6888281936742525,1.3433023597131
2.08,0.6924779693618613,1.365303310169085
2.12,0.6961277450494701,1.390971085701069
2.16,0.6997775207370789,1.416638861233052
2.2,0.7034272964246876,1.438639811689038
2.24,0.7070770721122964,1.464307587221021
2.28,0.7107268477999052,1.486308537677007
2.32,0.714376623487514,1.51197631320899
2.36,0.7180263991751228,1.537644088740973
2.4,0.7216761748627315,1.559645039196959
2.44,0.7253259505503403,1.585312814728943
2.48,0.7289757262379492,1.607313765184928
2.52,0.7326255019255579,1.632981540716912
2.56,0.7362752776131667,1.658649316248895
2.6,0.7399250533007754,1.680650266704881
2.64,0.7435748289883842,1.706318042236864
2.68,0.7472246046759931,1.731985817768848
2.72,0.7508743803636018,1.753986768224833
2.76,0.7545241560512106,1.779654543756816
2.8,0.7581739317388193,1.801655494212802
2.84,0.7618237074264281,1.827323269744785
2.88,0.765473483114037,1.849324220200771
2.92,0.7691232588016457,1.874991995732755
2.96,0.7727730344892545,1.900659771264738
3,0.7764228101768632,1.922660721720724
3.04,0.780072585864472,1.944661672176709
3.08,0.7837223615520807,1.970329447708693
3.12,0.7873721372396896,1.995997223240676
3.16,0.7910219129272984,2.017998173696662
3.2,0.7946716886149071,2.039999124152648
3.24,0.7983214643025159,2.062000074608633
3.28,0.8019712399901247,2.087667850140617
3.32,0.8019712399901247,2.1133356256726
3.36,0.8056210156777335,2.135336576128586
3.4,0.8092707913653423,2.161004351660569
3.44,0.812920567052951,2.186672127192553
3.48,0.8165703427405598,2.212339902724536
3.52,0.8202201184281686,2.238007678256519
3.56,0.8238698941157774,2.260008628712505
3.6,0.8275196698033862,2.285676404244488
3.64,0.8311694454909949,2.307677354700474
3.68,0.8348192211786037,2.333345130232457
3.72,0.8384689968662125,2.355346080688443
3.76,0.8421187725538213,2.381013856220426
3.8,0.8457685482414301,2.403014806676412
3.84,0.8494183239290388,2.428682582208396
3.88,0.8530680996166476,2.454350357740379
3.92,0.8567178753042564,2.476351308196365
3.96,0.8603676509918652,2.49835225865235
4,0.864017426679474,2.520353209108336
4.04,0.8676672023670827,2.546020984640319
4.08,0.8713169780546915,2.571688760172303
4.12,0.8749667537423003,2.597356535704286
4.16,0.8786165294299091,2.62302431123627
4.2,0.8822663051175179,2.648692086768253
4.24,0.8859160808051266,2.670693037224239
4.28,0.8895658564927355,2.696360812756222
4.32,0.8932156321803442,2.718361763212207
4.36,0.896865407867953,2.740362713668193
4.4,0.9005151835555618,2.766030489200177
4.44,0.9041649592431705,2.79169826473216
4.48,0.9078147349307794,2.813699215188146
4.52,0.9114645106183881,2.839366990720129
4.56,0.9151142863059969,2.861367941176115
4.6,0.9187640619936057,2.887035716708098
4.64,0.9224138376812144,2.912703492240082
4.68,0.9260636133688233,2.934704442696067
4.72,0.929713389056432,2.956705393152053
4.76,0.929713389056432,2.978706343608039
4.8,0.9370129404316496,3.004374119140022
4.84,0.6340815583601208,0.980286677189335
4.88,0.4953900822309872,0.04891310788593928
4.92,0.499039857918596,0.070914058341925
4.96,0.5026896336062047,0.09658183387390835
5,0.5063394092938135,0.1185827843298941
5.04,0.5099891849814223,0.1405837347858798
5.08,0.513638960669031,0.1662515103178631
5.12,0.5172887363566399,0.1882524607738489
5.16,0.5209385120442486,0.2139202363058322
5.2,0.5245882877318574,0.2359211867618179
5.24,0.5282380634194662,0.2615889622938013
5.28,0.5318878391070749,0.2872567378257846
5.32,0.5355376147946838,0.3092576882817704
5.36,0.5391873904822925,0.3349254638137537
5.4,0.5428371661699013,0.3605932393457371
5.44,0.5464869418575101,0.3825941898017228
5.48,0.5501367175451188,0.4045951402577085
5.52,0.5537864932327277,0.4302629157896919
5.56,0.5574362689203364,0.4559306913216752
5.6,0.5610860446079452,0.477931641777661
5.64,0.564735820295554,0.5035994173096443
5.68,0.5683855959831627,0.52560036776563
5.72,0.5720353716707716,0.5512681432976134
5.76,0.5756851473583803,0.5769359188295967
5.8,0.5756851473583803,0.5989368692855824
5.84,0.5829846987335979,0.6209378197415681
5.88,0.5866344744212066,0.642938770197554
5.92,0.5902842501088155,0.6686065457295373
5.96,0.5939340257964242,0.6942743212615207
6,0.597583801484033,0.7162752717175064
6.04,0.6012335771716418,0.7419430472494897
6.08,0.6048833528592505,0.7676108227814731
6.12,0.6048833528592505,0.7932785983134564
6.16,0.6121829042344681,0.8189463738454398
6.2,0.6121829042344681,0.8372804992254278
6.24,0.6194824556096857,0.8629482747574112
6.28,0.6231322312972944,0.8886160502893945
6.32,0.6267820069849033,0.9106170007453803
6.36,0.630431782672512,0.9362847762773636
6.4,0.6340815583601208,0.9582857267333493
6.44,0.6340815583601208,0.9839535022653327
6.48,0.6377313340477296,1.005954452721318
6.52,0.6413811097353384,1.031622228253302
6.56,0.6450308854229472,1.057290003785285
6.6,0.6486806611105559,1.079290954241271
6.64,0.6523304367981647,1.101291904697256
6.68,0.6559802124857735,1.12695968022924
6.72,0.6596299881733823,1.148960630685226
6.76,0.6632797638609911,1.174628406217209
6.8,0.6669295395485998,1.200296181749192
6.84,0.6705793152362086,1.222297132205178
6.88,0.6742290909238174,1.247964907737162
6.92,0.6778788666114262,1.273632683269145
6.96,0.681528642299035,1.295633633725131
7,0.6851784179866437,1.317634584181116
7.04,0.6888281936742525,1.3433023597131
7.08,0.6924779693618613,1.365303310169085
7.12,0.6961277450494701,1.390971085701069
7.16,0.6997775207370789,1.416638861233052
7.2,0.7034272964246876,1.438639811689038
7.24,0.7070770721122964,1.464307587221021
7.28,0.7107268477999052,1.486308537677007
7.32,0.714376623487514,1.51197631320899
7.36,0.7180263991751228,1.537644088740973
7.4,0.7216761748627315,1.559645039196959
7.44,0.7253259505503403,1.581645989652945
7.48,0.7289757262379492,1.607313765184928
7.52,0.7326255019255579,1.632981540716912
7.56,0.7362752776131667,1.654982491172897
7.6,0.7399250533007754,1.680650266704881
7.64,0.7435748289883842,1.706318042236864
7.68,0.7472246046759931,1.731985817768848
7.72,0.7508743803636018,1.757653593300831
7.76,0.7545241560512106,1.779654543756816
7.8,0.7581739317388193,1.801655494212802
7.84,0.7618237074264281,1.827323269744785
7.88,0.765473483114037,1.852991045276769
7.92,0.7691232588016457,1.874991995732755
7.96,0.7727730344892545,1.900659771264738
8,0.7764228101768632,1.922660721720724
8.039999999999999,0.780072585864472,1.948328497252707
8.08,0.7837223615520807,1.970329447708693
8.119999999999999,0.7873721372396896,1.995997223240676
8.16,0.7910219129272984,2.017998173696662
8.199999999999999,0.7946716886149071,2.039999124152648
8.24,0.7983214643025159,2.065666899684631
8.279999999999999,0.8019712399901247,2.091334675216614
8.32,0.8056210156777335,2.1133356256726
8.359999999999999,0.8056210156777335,2.135336576128586
8.4,0.8092707913653423,2.161004351660569
8.44,0.812920567052951,2.186672127192553
8.48,0.8165703427405598,2.212339902724536
8.52,0.8202201184281686,2.234340853180522
8.56,0.8238698941157774,2.260008628712505
8.6,0.8275196698033862,2.282009579168491
8.640000000000001,0.8311694454909949,2.307677354700474
8.68,0.8348192211786037,2.333345130232457
8.720000000000001,0.8384689968662125,2.355346080688443
8.76,0.8421187725538213,2.381013856220426
8.800000000000001,0.8457685482414301,2.403014806676412
8.84,0.8494183239290388,2.428682582208396
8.880000000000001,0.8530680996166476,2.454350357740379
8.92,0.8567178753042564,2.476351308196365
8.960000000000001,0.8603676509918652,2.49835225865235
9,0.864017426679474,2.520353209108336
9.039999999999999,0.8676672023670827,2.546020984640319
9.08,0.8713169780546915,2.571688760172303
9.119999999999999,0.8749667537423003,2.597356535704286
9.16,0.8786165294299091,2.62302431123627
9.199999999999999,0.8822663051175179,2.648692086768253
9.24,0.8859160808051266,2.674359862300236
9.279999999999999,0.8895658564927355,2.696360812756222
9.32,0.8932156321803442,2.718361763212207
9.359999999999999,0.896865407867953,2.740362713668193
9.4,0.9005151835555618,2.766030489200177
9.44,0.9041649592431705,2.79169826473216
9.48,0.9078147349307794,2.813699215188146
9.52,0.9078147349307794,2.839366990720129
9.56,0.9114645106183881,2.861367941176115
9.6,0.9151142863059969,2.887035716708098
9.640000000000001,0.9187640619936057,2.912703492240082
9.68,0.9224138376812144,2.934704442696067
9.720000000000001,0.9260636133688233,2.956705393152053
9.76,0.929713389056432,2.978706343608039
9.800000000000001,0.9333631647440408,3.004374119140022
9.84,0.6340815583601208,0.980286677189335
9.880000000000001,0.4953900822309872,0.04891310788593928
9.92,0.499039857918596,0.070914058341925
9.960000000000001,0.5026896336062047,0.09658183387390835
10,0.5063394092938135,0.1185827843298941
10.04,0.5099891849814223,0.1405837347858798
10.08,0.513638960669031,0.1662515103178631
10.12,0.5172887363566399,0.1882524607738489
10.16,0.5209385120442486,0.2139202363058322
10.2,0.5245882877318574,0.2359211867618179
