Time1,Angle1,Time (s) Run #2,Angle (°) Run #2,Time (s) Run #3,Angle (°) Run #3,Time (s) Run #4,Angle (°) Run #4,Time5,Angle5,Time (s) Run #6,Angle (°) Run #6,Time (s) Run #7,Angle (°) Run #7,Time (s) Run #8,Angle (°) Run #8
1.66,-1.26,1.66,32.67,1.66,-2.49E-17,1.66,0.09,1.66,-0.09,1.66,0.09,1.66,0,1.66,-0.18
2.17,-1.26,2.17,-0.36,2.17,0.27,2.17,0.09,2.17,-0.09,2.17,28.08,2.17,0,2.17,-0.18
2.18,-1.26,2.18,-0.45,2.18,0.27,2.18,0.09,2.18,-0.09,2.18,29.52,2.18,0,2.18,-0.18
2.9,-1.26,2.9,-1.17,2.9,-2.49E-17,2.9,-2.49E-17,2.9,41.04,2.9,4.59,2.9,32.31,2.9,-0.09
2.91,-1.26,2.91,-1.08,2.91,-2.49E-17,2.91,-2.49E-17,2.91,41.58,2.91,4.86,2.91,33.48,2.91,-0.09
3.42,-1.26,3.42,2.43,3.42,19.8,3.42,-2.49E-17,3.42,2.97,3.42,-0.81,3.42,1.35,3.42,-0.18
3.43,-1.26,3.43,2.34,3.43,21.42,3.43,-2.49E-17,3.43,3.06,3.43,-0.81,3.43,1.98,3.43,-0.18
5.53,-1.26,,,5.53,-0.27,5.53,23.49,,,,,,,,
0.4,-1.35,0.4,0,0.4,0,0.4,0.27,0.4,-0.09,0.4,0.09,0.4,0,0.4,-0.18
0.41,-1.35,0.41,0,0.41,0,0.41,0.27,0.41,-0.09,0.41,0.09,0.41,0,0.41,-0.18
0.89,-1.35,0.89,0,0.89,0.27,0.89,0.09,0.89,-0.09,0.89,0.09,0.89,0,0.89,-0.18
0.9,-1.35,0.9,0,0.9,0.27,0.9,0.09,0.9,-0.09,0.9,0.09,0.9,0,0.9,-0.18
1.67,-1.35,1.67,33.84,1.67,-2.49E-17,1.67,0.09,1.67,-0.09,1.67,0.09,1.67,0,1.67,-0.18
2.15,-1.35,2.15,-0.45,2.15,0.27,2.15,0.09,2.15,-0.09,2.15,25.02,2.15,0,2.15,-0.18
2.16,-1.35,2.16,-0.63,2.16,0.27,2.16,0.09,2.16,-0.09,2.16,26.55,2.16,0,2.16,-0.18
2.92,-1.35,2.92,-0.9,2.92,-2.49E-17,2.92,-2.49E-17,2.92,41.94,2.92,5.04,2.92,34.74,2.92,-0.09
2.93,-1.35,2.93,-0.81,2.93,-2.49E-17,2.93,-2.49E-17,2.93,42.21,2.93,5.31,2.93,35.82,2.93,-0.18
3.41,-1.35,3.41,2.52,3.41,18.27,3.41,-2.49E-17,3.41,2.79,3.41,-0.45,3.41,0.9,3.41,-0.18
4.76,-1.35,,,4.76,0.36,4.76,-2.49E-17,4.76,-0.81,,,4.76,-0.09,4.76,5.49
5.52,-1.35,,,5.52,-0.36,5.52,22.14,,,,,,,,
0.42,-1.44,0.42,0,0.42,0,0.42,0.27,0.42,-0.09,0.42,0.09,0.42,0,0.42,-0.18
0.43,-1.44,0.43,0,0.43,0.09,0.43,0.27,0.43,-0.09,0.43,0.18,0.43,0,0.43,-0.18
0.87,-1.44,0.87,0,0.87,0.27,0.87,0.09,0.87,-0.09,0.87,0.09,0.87,0,0.87,-0.18
0.88,-1.44,0.88,0,0.88,0.27,0.88,0.09,0.88,-0.09,0.88,0.09,0.88,0,0.88,-0.18
1.68,-1.44,1.68,34.92,1.68,-2.49E-17,1.68,0.09,1.68,-0.09,1.68,0.09,1.68,0,1.68,-0.18
1.69,-1.44,1.69,35.91,1.69,0.09,1.69,0.09,1.69,-0.09,1.69,0.09,1.69,0,1.69,-0.18
1.7,-1.44,1.7,36.81,1.7,0.09,1.7,0.09,1.7,-0.09,1.7,0.09,1.7,0,1.7,-0.18
2.13,-1.44,2.13,-1.62,2.13,0.27,2.13,0.09,2.13,-0.09,2.13,21.6,2.13,0,2.13,-0.18
2.14,-1.44,2.14,-0.81,2.14,0.27,2.14,0.09,2.14,-0.09,2.14,23.4,2.14,0,2.14,-0.18
2.94,-1.44,2.94,-0.63,2.94,0.09,2.94,-2.49E-17,2.94,42.39,2.94,5.49,2.94,36.81,2.94,-0.18
2.95,-1.44,2.95,-0.45,2.95,0.09,2.95,-2.49E-17,2.95,42.48,2.95,5.76,2.95,37.71,2.95,-0.18
3.39,-1.44,3.39,2.7,3.39,15.03,3.39,-2.49E-17,3.39,2.34,3.39,0.18,3.39,-0.36,3.39,-0.18
3.4,-1.44,3.4,2.61,3.4,16.65,3.4,-2.49E-17,3.4,2.61,3.4,-0.18,3.4,0.27,3.4,-0.18
4.75,-1.44,,,4.75,0.18,4.75,-2.49E-17,4.75,-0.45,,,4.75,0.18,4.75,5.4
5.39,-1.44,,,5.39,0.18,5.39,-2.49E-17,,,,,,,5.39,1.89
0.44,-1.53,0.44,0,0.44,0.09,0.44,0.27,0.44,-0.09,0.44,0.18,0.44,0,0.44,-0.18
0.45,-1.53,0.45,0,0.45,0.09,0.45,0.27,0.45,-0.09,0.45,0.18,0.45,0,0.45,-0.18
0.85,-1.53,0.85,0,0.85,0.27,0.85,0.09,0.85,-0.09,0.85,0.09,0.85,0,0.85,-0.18
0.86,-1.53,0.86,0,0.86,0.27,0.86,0.09,0.86,-0.09,0.86,0.09,0.86,0,0.86,-0.18
1.71,-1.53,1.71,37.71,1.71,0.09,1.71,0.09,1.71,-0.09,1.71,0.09,1.71,0,1.71,-0.18
1.72,-1.53,1.72,38.43,1.72,0.09,1.72,0.09,1.72,-0.09,1.72,0.09,1.72,0,1.72,-0.18
2.1,-1.53,2.1,4.14,2.1,0.27,2.1,0.09,2.1,-0.09,2.1,16.29,2.1,0,2.1,-0.18
2.11,-1.53,2.11,2.16,2.11,0.27,2.11,0.09,2.11,-0.09,2.11,18.09,2.11,0,2.11,-0.18
2.12,-1.53,2.12,0.09,2.12,0.27,2.12,0.09,2.12,-0.09,2.12,19.8,2.12,0,2.12,-0.18
2.96,-1.53,2.96,-0.27,2.96,0.09,2.96,-2.49E-17,2.96,42.48,2.96,5.94,2.96,38.52,2.96,-0.18
2.97,-1.53,2.97,-0.18,2.97,0.09,2.97,-2.49E-17,2.97,42.12,2.97,6.03,2.97,39.24,2.97,-0.18
3.36,-1.53,3.36,2.88,3.36,9.9,3.36,-2.49E-17,3.36,1.62,3.36,1.17,3.36,2.43,3.36,-0.18
3.37,-1.53,3.37,2.79,3.37,11.97,3.37,-2.49E-17,3.37,1.8,3.37,0.81,3.37,0.45,3.37,-0.18
3.38,-1.53,3.38,2.7,3.38,13.5,3.38,-2.49E-17,3.38,2.07,3.38,0.54,3.38,-1.35,3.38,-0.18
5.51,-1.53,,,5.51,-0.45,5.51,20.61,,,,,,,,
0.46,-1.62,0.46,0,0.46,0.09,0.46,0.27,0.46,-0.09,0.46,0.18,0.46,0,0.46,-0.18
0.47,-1.62,0.47,0,0.47,0.09,0.47,0.27,0.47,-0.09,0.47,0.18,0.47,0,0.47,-0.18
0.48,-1.62,0.48,0,0.48,0.09,0.48,0.27,0.48,-0.09,0.48,0.18,0.48,0,0.48,-0.18
0.82,-1.62,0.82,0,0.82,0.27,0.82,0.09,0.82,-0.09,0.82,0.09,0.82,0,0.82,-0.18
0.83,-1.62,0.83,0,0.83,0.27,0.83,0.09,0.83,-0.09,0.83,0.09,0.83,0,0.83,-0.18
0.84,-1.62,0.84,0,0.84,0.27,0.84,0.09,0.84,-0.09,0.84,0.09,0.84,0,0.84,-0.18
1.73,-1.62,1.73,39.15,1.73,0.09,1.73,0.09,1.73,-0.09,1.73,0.09,1.73,0,1.73,-0.18
1.74,-1.62,1.74,39.69,1.74,0.09,1.74,0.09,1.74,-0.09,1.74,0.09,1.74,0,1.74,-0.18
2.08,-1.62,2.08,8.1,2.08,0.27,2.08,0.09,2.08,-0.09,2.08,12.78,2.08,0,2.08,-0.18
2.09,-1.62,2.09,6.12,2.09,0.27,2.09,0.09,2.09,-0.09,2.09,14.58,2.09,0,2.09,-0.18
2.98,-1.62,2.98,5.34E-15,2.98,0.09,2.98,-2.49E-17,2.98,41.85,2.98,6.21,2.98,39.87,2.98,-0.18
2.99,-1.62,2.99,0.09,2.99,0.09,2.99,-2.49E-17,2.99,41.31,2.99,6.39,2.99,40.41,2.99,-0.18
3,-1.62,3,0.27,3,0.09,3,-2.49E-17,3,40.86,3,6.48,3,40.95,3,-0.18
3.34,-1.62,3.34,2.97,3.34,6.57,3.34,-2.49E-17,3.34,0.72,3.34,1.8,3.34,6.39,3.34,-0.18
3.35,-1.62,3.35,2.88,3.35,8.55,3.35,-2.49E-17,3.35,1.35,3.35,1.53,3.35,4.41,3.35,-0.18
4.73,-1.62,,,4.73,-0.18,4.73,-2.49E-17,4.73,-0.09,,,4.73,0.63,4.73,5.22
4.74,-1.62,,,4.74,-1.07E-15,4.74,-2.49E-17,4.74,-0.27,,,4.74,0.36,4.74,5.4
5.5,-1.62,,,5.5,-0.54,5.5,19.17,,,,,,,,
0.49,-1.71,0.49,0,0.49,0.09,0.49,0.27,0.49,-0.09,0.49,0.18,0.49,0,0.49,-0.18
0.5,-1.71,0.5,0,0.5,0.09,0.5,0.27,0.5,-0.09,0.5,0.18,0.5,0,0.5,-0.18
0.8,-1.71,0.8,0,0.8,0.27,0.8,0.09,0.8,-0.09,0.8,0.09,0.8,0,0.8,-0.18
0.81,-1.71,0.81,0,0.81,0.27,0.81,0.09,0.81,-0.09,0.81,0.09,0.81,0,0.81,-0.18
1.75,-1.71,1.75,40.14,1.75,0.09,1.75,0.09,1.75,-0.09,1.75,0.09,1.75,0,1.75,-0.18
1.76,-1.71,1.76,40.5,1.76,0.09,1.76,0.09,1.76,-0.09,1.76,0.09,1.76,0,1.76,-0.18
1.77,-1.71,1.77,40.86,1.77,0.18,1.77,0.09,1.77,-0.09,1.77,0.09,1.77,0,1.77,-0.18
2.06,-1.71,2.06,12.06,2.06,0.27,2.06,0.09,2.06,-0.09,2.06,9.36,2.06,0,2.06,-0.18
2.07,-1.71,2.07,10.08,2.07,0.27,2.07,0.09,2.07,-0.09,2.07,10.53,2.07,0,2.07,-0.18
3.01,-1.71,3.01,0.45,3.01,0.09,3.01,-2.49E-17,3.01,40.14,3.01,6.57,3.01,41.22,3.01,-0.18
3.02,-1.71,3.02,0.54,3.02,0.09,3.02,-2.49E-17,3.02,39.51,3.02,6.66,3.02,41.49,3.02,-0.18
3.31,-1.71,3.31,2.97,3.31,0.27,3.31,-2.49E-17,3.31,-0.09,3.31,2.79,3.31,12.33,3.31,-0.18
3.32,-1.71,3.32,2.97,3.32,1.17,3.32,-2.49E-17,3.32,-0.09,3.32,2.43,3.32,10.35,3.32,-0.18
3.33,-1.71,3.33,2.97,3.33,4.95,3.33,-2.49E-17,3.33,0.63,3.33,2.16,3.33,8.46,3.33,-0.18
5.4,-1.71,,,5.4,-1.07E-15,5.4,2.79,,,,,,,5.4,1.98
0.51,-1.8,0.51,0,0.51,0.09,0.51,0.27,0.51,-0.09,0.51,0.18,0.51,0,0.51,-0.18
0.52,-1.8,0.52,0,0.52,0.18,0.52,0.27,0.52,-0.09,0.52,0.18,0.52,0,0.52,-0.18
0.53,-1.8,0.53,0,0.53,0.18,0.53,0.27,0.53,-0.09,0.53,0.18,0.53,0,0.53,-0.18
0.77,-1.8,0.77,0,0.77,0.27,0.77,0.09,0.77,-0.09,0.77,0.09,0.77,0,0.77,-0.18
0.78,-1.8,0.78,0,0.78,0.27,0.78,0.09,0.78,-0.09,0.78,0.09,0.78,0,0.78,-0.18
0.79,-1.8,0.79,0,0.79,0.27,0.79,0.09,0.79,-0.09,0.79,0.09,0.79,0,0.79,-0.18
1.78,-1.8,1.78,41.04,1.78,0.18,1.78,0.09,1.78,-0.09,1.78,0.09,1.78,0,1.78,-0.18
1.79,-1.8,1.79,41.13,1.79,0.18,1.79,0.09,1.79,-0.09,1.79,0.09,1.79,0,1.79,-0.18
1.8,-1.8,1.8,41.13,1.8,0.18,1.8,0.09,1.8,-0.09,1.8,0.09,1.8,0,1.8,-0.18
2.03,-1.8,2.03,17.64,2.03,0.27,2.03,0.09,2.03,-0.09,2.03,1.44,2.03,0,2.03,-0.18
2.04,-1.8,2.04,15.84,2.04,0.27,2.04,0.09,2.04,-0.09,2.04,5.4,2.04,0,2.04,-0.18
2.05,-1.8,2.05,13.95,2.05,0.27,2.05,0.09,2.05,-0.09,2.05,7.2,2.05,0,2.05,-0.18
3.03,-1.8,3.03,0.72,3.03,0.18,3.03,-2.49E-17,3.03,39.15,3.03,6.75,3.03,41.67,3.03,-0.18
3.04,-1.8,3.04,0.9,3.04,0.18,3.04,-2.49E-17,3.04,38.34,3.04,6.84,3.04,41.76,3.04,-0.18
3.05,-1.8,3.05,1.08,3.05,0.18,3.05,-2.49E-17,3.05,37.53,3.05,6.84,3.05,41.76,3.05,-0.18
3.06,-1.8,3.06,1.17,3.06,0.18,3.06,-2.49E-17,3.06,36.63,3.06,6.93,3.06,41.67,3.06,-0.18
3.28,-1.8,3.28,2.97,3.28,0.27,3.28,-2.49E-17,3.28,0.99,3.28,3.69,3.28,18,3.28,-0.18
3.29,-1.8,3.29,2.97,3.29,0.36,3.29,-2.49E-17,3.29,-1.35,3.29,3.33,3.29,16.11,3.29,-0.18
3.3,-1.8,3.3,2.97,3.3,0.27,3.3,-2.49E-17,3.3,0.18,3.3,3.06,3.3,14.22,3.3,-0.18
5.49,-1.8,,,5.49,-0.63,5.49,17.46,,,,,,,,
0.54,-1.89,0.54,0,0.54,0.18,0.54,0.27,0.54,-0.09,0.54,0.18,0.54,0,0.54,-0.18
0.55,-1.89,0.55,0,0.55,0.18,0.55,0.27,0.55,-0.09,0.55,0.18,0.55,0,0.55,-0.18
0.56,-1.89,0.56,0,0.56,0.18,0.56,0.18,0.56,-0.09,0.56,0.18,0.56,0,0.56,-0.18
0.57,-1.89,0.57,0,0.57,0.18,0.57,0.18,0.57,-0.09,0.57,0.18,0.57,0,0.57,-0.18
0.58,-1.89,0.58,0,0.58,0.18,0.58,0.18,0.58,-0.09,0.58,0.18,0.58,0,0.58,-0.18
0.73,-1.89,0.73,0,0.73,0.27,0.73,0.18,0.73,-0.09,0.73,0.18,0.73,0,0.73,-0.18
0.74,-1.89,0.74,0,0.74,0.27,0.74,0.09,0.74,-0.09,0.74,0.18,0.74,0,0.74,-0.18
0.75,-1.89,0.75,0,0.75,0.27,0.75,0.09,0.75,-0.09,0.75,0.18,0.75,0,0.75,-0.18
0.76,-1.89,0.76,0,0.76,0.27,0.76,0.09,0.76,-0.09,0.76,0.18,0.76,0,0.76,-0.18
1.81,-1.89,1.81,41.13,1.81,0.18,1.81,0.09,1.81,-0.09,1.81,0.09,1.81,0,1.81,-0.18
1.82,-1.89,1.82,40.95,1.82,0.18,1.82,0.09,1.82,-0.09,1.82,0.09,1.82,0,1.82,-0.18
1.83,-1.89,1.83,40.68,1.83,0.18,1.83,0.09,1.83,-0.09,1.83,0.09,1.83,0,1.83,-0.18
1.84,-1.89,1.84,40.32,1.84,0.18,1.84,0.09,1.84,-0.09,1.84,0.09,1.84,0,1.84,-0.18
1.85,-1.89,1.85,39.87,1.85,0.18,1.85,0.09,1.85,-0.09,1.85,0.09,1.85,0,1.85,-0.18
1.86,-1.89,1.86,39.33,1.86,0.18,1.86,0.09,1.86,-0.09,1.86,0.09,1.86,0,1.86,-0.18
1.98,-1.89,1.98,26.1,1.98,0.27,1.98,0.09,1.98,-0.09,1.98,0.09,1.98,0,1.98,-0.18
1.99,-1.89,1.99,24.48,1.99,0.27,1.99,0.09,1.99,-0.09,1.99,0.09,1.99,0,1.99,-0.18
2,-1.89,2,22.86,2,0.27,2,0.09,2,-0.09,2,0.18,2,0,2,-0.18
2.01,-1.89,2.01,21.15,2.01,0.27,2.01,0.09,2.01,-0.09,2.01,0.09,2.01,0,2.01,-0.18
2.02,-1.89,2.02,19.44,2.02,0.27,2.02,0.09,2.02,-0.09,2.02,-0.09,2.02,0,2.02,-0.18
3.07,-1.89,3.07,1.35,3.07,0.18,3.07,-2.49E-17,3.07,35.64,3.07,6.93,3.07,41.49,3.07,-0.18
3.08,-1.89,3.08,1.44,3.08,0.18,3.08,-2.49E-17,3.08,34.56,3.08,6.93,3.08,41.22,3.08,-0.18
3.09,-1.89,3.09,1.62,3.09,0.18,3.09,-2.49E-17,3.09,33.48,3.09,6.93,3.09,40.86,3.09,-0.18
3.1,-1.89,3.1,1.71,3.1,0.18,3.1,-2.49E-17,3.1,32.22,3.1,6.93,3.1,40.41,3.1,-0.18
3.11,-1.89,3.11,1.8,3.11,0.18,3.11,-2.49E-17,3.11,30.87,3.11,6.84,3.11,39.78,3.11,-0.18
3.12,-1.89,3.12,1.89,3.12,0.18,3.12,-2.49E-17,3.12,29.52,3.12,6.75,3.12,39.15,3.12,-0.18
3.23,-1.89,3.23,2.88,3.23,0.27,3.23,-2.49E-17,3.23,10.89,3.23,5.04,3.23,26.55,3.23,-0.18
3.24,-1.89,3.24,2.88,3.24,0.27,3.24,-2.49E-17,3.24,9.09,3.24,4.77,3.24,24.93,3.24,-0.18
3.25,-1.89,3.25,2.97,3.25,0.27,3.25,-2.49E-17,3.25,7.02,3.25,4.5,3.25,23.31,3.25,-0.18
3.26,-1.89,3.26,2.97,3.26,0.27,3.26,-2.49E-17,3.26,5.04,3.26,4.23,3.26,21.6,3.26,-0.18
3.27,-1.89,3.27,2.97,3.27,0.27,3.27,-2.49E-17,3.27,2.97,3.27,3.96,3.27,19.8,3.27,-0.18
5.41,-1.89,,,5.41,-0.18,5.41,4.14,,,,,,,5.41,2.07
5.48,-1.89,,,5.48,-0.72,5.48,15.75,,,,,,,,
0.59,-1.98,0.59,0,0.59,0.18,0.59,0.18,0.59,-0.09,0.59,0.18,0.59,0,0.59,-0.18
0.6,-1.98,0.6,0,0.6,0.18,0.6,0.18,0.6,-0.09,0.6,0.18,0.6,0,0.6,-0.18
0.61,-1.98,0.61,0,0.61,0.27,0.61,0.18,0.61,-0.09,0.61,0.18,0.61,0,0.61,-0.18
0.62,-1.98,0.62,0,0.62,0.27,0.62,0.18,0.62,-0.09,0.62,0.18,0.62,0,0.62,-0.18
0.63,-1.98,0.63,0,0.63,0.27,0.63,0.18,0.63,-0.09,0.63,0.18,0.63,0,0.63,-0.18
0.64,-1.98,0.64,0,0.64,0.27,0.64,0.18,0.64,-0.09,0.64,0.18,0.64,0,0.64,-0.18
0.65,-1.98,0.65,0,0.65,0.27,0.65,0.18,0.65,-0.09,0.65,0.18,0.65,0,0.65,-0.18
0.66,-1.98,0.66,0,0.66,0.27,0.66,0.18,0.66,-0.09,0.66,0.18,0.66,0,0.66,-0.18
0.67,-1.98,0.67,0,0.67,0.27,0.67,0.18,0.67,-0.09,0.67,0.18,0.67,0,0.67,-0.18
0.68,-1.98,0.68,0,0.68,0.27,0.68,0.18,0.68,-0.09,0.68,0.18,0.68,0,0.68,-0.18
0.69,-1.98,0.69,0,0.69,0.27,0.69,0.18,0.69,-0.09,0.69,0.18,0.69,0,0.69,-0.18
0.7,-1.98,0.7,0,0.7,0.27,0.7,0.18,0.7,-0.09,0.7,0.18,0.7,0,0.7,-0.18
0.71,-1.98,0.71,0,0.71,0.27,0.71,0.18,0.71,-0.09,0.71,0.18,0.71,0,0.71,-0.18
0.72,-1.98,0.72,0,0.72,0.27,0.72,0.18,0.72,-0.09,0.72,0.18,0.72,0,0.72,-0.18
1.87,-1.98,1.87,38.61,1.87,0.27,1.87,0.09,1.87,-0.09,1.87,0.09,1.87,0,1.87,-0.18
1.88,-1.98,1.88,37.89,1.88,0.27,1.88,0.09,1.88,-0.09,1.88,0.09,1.88,0,1.88,-0.18
1.89,-1.98,1.89,37.08,1.89,0.27,1.89,0.09,1.89,-0.09,1.89,0.09,1.89,0,1.89,-0.18
1.9,-1.98,1.9,36.18,1.9,0.27,1.9,0.09,1.9,-0.09,1.9,0.09,1.9,0,1.9,-0.18
1.91,-1.98,1.91,35.19,1.91,0.27,1.91,0.09,1.91,-0.09,1.91,0.09,1.91,0,1.91,-0.18
1.92,-1.98,1.92,34.11,1.92,0.27,1.92,0.09,1.92,-0.09,1.92,0.09,1.92,0,1.92,-0.18
1.93,-1.98,1.93,32.94,1.93,0.27,1.93,0.09,1.93,-0.09,1.93,0.09,1.93,0,1.93,-0.18
1.94,-1.98,1.94,31.68,1.94,0.27,1.94,0.09,1.94,-0.09,1.94,0.09,1.94,0,1.94,-0.18
1.95,-1.98,1.95,30.42,1.95,0.27,1.95,0.09,1.95,-0.09,1.95,0.09,1.95,0,1.95,-0.18
1.96,-1.98,1.96,28.98,1.96,0.27,1.96,0.09,1.96,-0.09,1.96,0.09,1.96,0,1.96,-0.18
1.97,-1.98,1.97,27.54,1.97,0.27,1.97,0.09,1.97,-0.09,1.97,0.09,1.97,0,1.97,-0.18
3.13,-1.98,3.13,2.07,3.13,0.27,3.13,-2.49E-17,3.13,27.99,3.13,6.66,3.13,38.52,3.13,-0.18
3.14,-1.98,3.14,2.16,3.14,0.27,3.14,-2.49E-17,3.14,26.46,3.14,6.57,3.14,37.62,3.14,-0.18
3.15,-1.98,3.15,2.25,3.15,0.27,3.15,-2.49E-17,3.15,24.84,3.15,6.48,3.15,36.72,3.15,-0.18
3.16,-1.98,3.16,2.34,3.16,0.27,3.16,-2.49E-17,3.16,23.13,3.16,6.3,3.16,35.73,3.16,-0.18
3.17,-1.98,3.17,2.43,3.17,0.27,3.17,-2.49E-17,3.17,21.15,3.17,6.12,3.17,34.65,3.17,-0.18
3.18,-1.98,3.18,2.52,3.18,0.27,3.18,-2.49E-17,3.18,19.53,3.18,6.03,3.18,33.48,3.18,-0.18
3.19,-1.98,3.19,2.61,3.19,0.27,3.19,-2.49E-17,3.19,17.91,3.19,5.85,3.19,32.22,3.19,-0.18
3.2,-1.98,3.2,2.7,3.2,0.27,3.2,-2.49E-17,3.2,16.2,3.2,5.67,3.2,30.96,3.2,-0.18
3.21,-1.98,3.21,2.79,3.21,0.27,3.21,-2.49E-17,3.21,14.4,3.21,5.4,3.21,29.52,3.21,-0.18
3.22,-1.98,3.22,2.79,3.22,0.27,3.22,-2.49E-17,3.22,12.69,3.22,5.22,3.22,28.08,3.22,-0.18
4.71,-1.98,,,4.71,-0.54,4.71,-2.49E-17,4.71,0.18,,,4.71,0.99,4.71,4.95
4.69,-2.07,,,4.69,-0.99,4.69,-2.49E-17,4.69,0.45,,,4.69,1.44,4.69,4.68
5.47,-2.07,,,5.47,-0.81,5.47,13.95,,,,,,,5.47,2.61
4.72,-2.16,,,4.72,-0.45,4.72,-2.49E-17,4.72,-4.52E-15,,,4.72,0.81,4.72,5.13
5.42,-2.16,,,5.42,-0.36,5.42,5.4,,,,,,,5.42,2.16
4.68,-2.25,,,4.68,-0.63,4.68,-2.49E-17,4.68,0.63,,,4.68,1.62,4.68,4.59
4.7,-2.25,,,4.7,-0.72,4.7,-2.49E-17,4.7,0.36,,,4.7,1.26,4.7,4.86
5.46,-2.25,,,5.46,-0.9,5.46,12.24,,,,,,,5.46,2.52
5.43,-2.34,,,5.43,-0.54,5.43,7.74,,,,,,,5.43,2.25
5.45,-2.34,,,5.45,-0.9,5.45,11.16,,,,,,,5.45,2.43
5.44,-2.43,,,5.44,-0.72,5.44,8.73,,,,,,,5.44,2.34
4.67,-2.97,,,4.67,-0.27,4.67,-2.49E-17,4.67,0.81,,,4.67,1.8,4.67,4.32
,,,,,,6.03,1.89,,,,,,,,
,,,,,,6.04,0.18,,,,,,,,
,,,,,,6.05,-1.8,,,,,,,,
,,,,,,6.06,-0.72,,,,,,,,
,,,,,,6.07,-0.36,,,,,,,,
,,,,,,6.08,5.67E-15,,,,,,,,
,,,,,,6.09,0.45,,,,,,,,
,,,,,,6.1,0.63,,,,,,,,
,,,,,,6.11,0.9,,,,,,,,
,,,,,,6.12,1.17,,,,,,,,
,,,,,,6.13,1.44,,,,,,,,
,,,,,,6.14,1.62,,,,,,,,
,,,,,,6.15,1.89,,,,,,,,
,,,,,,6.16,2.25,,,,,,,,
,,,,,,6.17,2.7,,,,,,,,
,,,,,,6.18,3.06,,,,,,,,
,,,,,,6.19,3.24,,,,,,,,
